100089558362	1874	1856
10076637711	1758	1826
100920206415	1862	1698
101997056684	1714	1408
102152760909	1806	1800
102304861721	1856	1999
102558754326	1866	1813
10258992785	1809	1800
102869392076	1828	2169
103045830455	1959	1861
